(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
(55040, 34573, 41281, 3500)
